date,year,quarter,region,country,port,product_category,monthly_demand,logistics_cost,inventory_cost,fuel_cost,holding_cost,lead_time_days,service_level,fulfillment_rate,delay_probability,disruption_score,demand_volatility
2021-07-01,2021,3,Middle East,Saudi Arabia,Dubai,Automotive,953.1937609127965,37767.90239311915,24991.749119447068,13218.765837591702,9996.699647778827,24.205329637223205,0.7982889196898066,0.8920778516180038,0.2402380346398739,0.25054035810288466,0.08064205396329206
2022-03-01,2022,1,Africa,Egypt,Rotterdam,FMCG,1129.836628560293,85491.08369503867,24140.863950266674,29921.879293263533,9656.34558010667,26.79023622491331,0.7767480314590558,0.765543407368535,0.2982989114270154,0.22201729895548444,0.2378901910182052
2020-02-01,2020,1,Asia,China,Rotterdam,Automotive,1013.5876444846427,39233.16402366433,29154.979743504988,13731.607408282514,11661.991897401997,47.935275336775796,0.7,0.689525156868382,0.48883608100702186,0.4406349070804616,0.1812121333128554
2019-08-01,2019,3,Middle East,Saudi Arabia,Rotterdam,FMCG,1258.1501010044942,28278.424100047807,8523.760897614686,9897.448435016731,3409.5043590458745,47.89981167044242,0.7,0.6714326244836606,0.580746320672243,0.46318593799268626,0.09438134343834864
2021-09-01,2021,3,Africa,Egypt,Singapore,Pharma,1457.8646914635883,42610.569862787466,28617.100808466595,14913.699451975612,11446.84032338664,32.06933529608173,0.7327555391993189,0.6711298286125064,0.3672601023480485,0.37482851223760544,0.16124994464245573
2020-11-01,2020,4,North America,USA,Rotterdam,Pharma,887.4836321301891,57474.19918816999,20721.773790271392,20115.969715859494,8288.709516108558,34.115510672469995,0.7157040777294167,0.6801233338249721,0.32282912510221756,0.3457102670123497,0.13376855368674295
2019-03-01,2019,1,Europe,Netherlands,Los Angeles,FMCG,924.0338911422682,74728.97509858385,30532.045054659226,26155.141284504345,12212.818021863692,28.008286812167412,0.7665976098986049,0.7180190623508872,0.3434719842811175,0.38552939402151987,0.3094905246025879
2022-02-01,2022,1,Middle East,Saudi Arabia,Singapore,Automotive,1402.6446158058252,65287.92068706582,22161.01401281309,22850.772240473038,8864.405605125237,43.74879499210949,0.7,0.65669647419786,0.4809189171394687,0.422619844069843,0.35247257895415957
2020-05-01,2020,2,Europe,Germany,Los Angeles,Pharma,1056.9005802326228,49925.610323913534,22418.715962513463,17473.963613369735,8967.486385005386,38.98142147838417,0.7,0.7720597880247999,0.4269813399878069,0.33190447980666377,0.19397570761959015
2019-04-01,2019,2,Middle East,Saudi Arabia,Rotterdam,Pharma,1186.8420079029504,46511.69230362748,17319.899175855997,16279.092306269618,6927.9596703423995,26.194629216251183,0.7817114231979068,0.8224863768623312,0.2631001610744314,0.19817270330361691,0.1914375712036354
2022-09-01,2022,3,Europe,Germany,Rotterdam,Automotive,741.1894193951565,73571.0356039388,18816.669974878856,25749.86246137858,7526.667989951543,20.19157596641518,0.8317368669465401,0.829653603590271,0.233257265359333,0.23837828577177497,0.20285083678803648
2021-02-01,2021,1,Europe,Germany,Shanghai,Electronics,1144.1392407639416,53735.00185452243,19232.494451115403,18807.25064908285,7692.997780446161,22.355676475196596,0.8137026960400284,0.8940250120529071,0.25856958707332334,0.22276957758064767,0.1850475901951673
2022-08-01,2022,3,Europe,Netherlands,Shanghai,Automotive,988.0522806566155,23879.82332873381,17653.795992617048,8357.938165056834,7061.51839704682,27.615157845176277,0.769873684623531,0.6612315698548658,0.38497576547903084,0.3983133892998889,0.24445121917068277
2022-05-01,2022,2,North America,Mexico,Shanghai,Pharma,1177.8635662987067,46527.464634407705,7525.233662153021,16284.612622042696,3010.0934648612088,29.82820030100272,0.7514316641583106,0.7822861845726544,0.26848234571130936,0.2665186337471745,0.2637987363582652
2023-09-01,2023,3,North America,Mexico,Singapore,Pharma,1036.3010150713646,64903.64717611828,19485.420984603,22716.276511641394,7794.1683938412,22.722456398812376,0.8106461966765636,0.7787150141846814,0.26326477017403227,0.29599860027581876,0.3367196530551067
2019-03-01,2019,1,North America,Canada,Shanghai,Electronics,962.8621487482376,45110.47834837682,16388.187926621693,15788.667421931885,6555.275170648678,36.08200875708288,0.7,0.6446835447585778,0.43949311587709883,0.46471265674208073,0.0022684399898168506
2023-02-01,2023,1,Middle East,Saudi Arabia,Los Angeles,Electronics,800.7761861323809,51039.0774496748,19065.936587647524,17863.67710738618,7626.37463505901,39.342256493278455,0.7,0.6872789578349393,0.45401631636240963,0.3727366773293477,0.16704984271020262
2021-02-01,2021,1,Africa,Egypt,Shanghai,Electronics,931.4889106922426,57297.36669462,30634.267921865576,20054.078343117,12253.70716874623,26.813012878584413,0.7765582260117966,0.7640487013994144,0.3382091302939105,0.3462817213053002,0.3598439633829622
2023-05-01,2023,2,Europe,Netherlands,Dubai,Electronics,605.1198106718516,40321.20631330238,26862.524259241574,14112.422209655831,10745.00970369663,32.707971259955315,0.7274335728337057,0.7481979685287458,0.3950609961937066,0.4884279539457608,0.38165542862435164
2021-03-01,2021,1,Asia,China,Los Angeles,Automotive,1377.4428281149058,54824.41376056307,27721.849783097565,19188.54481619707,11088.739913239027,26.44289953403488,0.7796425038830427,0.8010129010055165,0.2661777061552595,0.30167291346044833,0.2695684736084528
2022-07-01,2022,3,Middle East,Saudi Arabia,Rotterdam,Electronics,1338.9094647012378,48656.32975286459,21958.540190424286,17029.715413502607,8783.416076169715,26.74444612902335,0.7771296155914721,0.849739817765017,0.3378449413425364,0.42133029308693665,0.07990684413255306
2023-12-01,2023,4,Asia,Vietnam,Los Angeles,Automotive,781.1187432970333,65569.15314287369,16384.113168168107,22949.203600005792,6553.645267267243,40.41479334528076,0.7,0.7313709442188738,0.4242837972454461,0.3444304162265383,0.16212590458396034
2023-05-01,2023,2,Africa,Egypt,Los Angeles,FMCG,1237.9707545071385,60226.95786836321,6075.575756131217,21079.435253927124,2430.2303024524867,28.160963428428907,0.7653253047630925,0.733918304089059,0.3764058709779959,0.3656146024320993,0.1345220626366087
2023-03-01,2023,1,Middle East,UAE,Shanghai,Electronics,1117.9220262994602,31642.828361926306,26232.956870671573,11074.989926674207,10493.18274826863,24.414271773477182,0.7965477352210235,0.8418929099281112,0.2352380746068095,0.19468502315334435,0.23563190595293926
2024-03-01,2024,1,Middle East,Saudi Arabia,Singapore,Electronics,1003.5529722040493,52336.50680899439,20895.719380834867,18317.777383148034,8358.287752333947,23.73965035812416,0.8021695803489653,0.7684555569116266,0.258031691893895,0.2101442694374683,0.2124029298876415
2019-01-01,2019,1,North America,Mexico,Rotterdam,FMCG,936.2556956447862,68047.91586299226,27476.511154985776,23816.77055204729,10990.604461994311,13.412878140734804,0.8882260154938766,0.905360395197894,0.13045993604170827,0.15877905342864818,0.18800976265900307
2023-07-01,2023,3,Europe,Germany,Shanghai,Automotive,1131.9411902329152,48929.34589287596,20179.901807162947,17125.271062506585,8071.960722865179,24.36423917232376,0.7969646735639686,0.833380431061363,0.27565105746324187,0.22248535516408582,0.18957238832102336
2021-08-01,2021,3,Europe,Poland,Rotterdam,FMCG,1058.6630012887715,53033.06609045464,16056.600091295037,18561.573131659123,6422.640036518015,22.50115454221343,0.8124903788148881,0.895979337418308,0.3382471749599519,0.4179392331350382,0.15818215835847685
2019-12-01,2019,4,Europe,Poland,Shanghai,Pharma,1262.2523064592224,42472.273499872346,27509.908828398948,14865.29572495532,11003.963531359579,27.06421440895694,0.7744648799253588,0.7508450477833909,0.3090342508709993,0.39903132511253625,0.12192161533666666
2020-02-01,2020,1,North America,USA,Shanghai,Pharma,1217.4351100571032,62685.499200275706,13995.697052339932,21939.924720096496,5598.278820935973,44.83172301849503,0.7,0.6448487366611109,0.5557015244842926,0.663257735455194,0.3077396782912797
2022-01-01,2022,1,Europe,Germany,Rotterdam,Automotive,1031.6982899201175,53072.356811766505,25896.14590367308,18575.324884118276,10358.458361469233,43.32379555570061,0.7,0.6492814967490934,0.389331794607869,0.3937509530964469,0.09763384266114389
2023-03-01,2023,1,North America,USA,Singapore,Automotive,1036.8019573424008,47329.50233394632,24946.492329544762,16565.325816881214,9978.596931817905,29.003089749252243,0.758307585422898,0.7209058491248117,0.3973051342976838,0.5044122727052225,0.2415897781079987
2021-12-01,2021,4,Asia,India,Singapore,FMCG,970.4191443297524,52831.99708012797,21396.058147482767,18491.198978044788,8558.423258993107,26.159019281629654,0.7820081726530862,0.6670847295663445,0.22725469421373162,0.21536384921953494,0.09366833382707872
2022-03-01,2022,1,Europe,Germany,Shanghai,Pharma,1246.430679205891,53583.03177792667,21305.047434161366,18754.061122274332,8522.018973664546,45.56697027862147,0.7,0.6654189659524565,0.5706070925177829,0.6592917069262682,0.2670157950720391
2023-11-01,2023,4,Asia,Vietnam,Rotterdam,FMCG,1341.9963268606036,74777.2710195781,20803.085925476,26172.04485685233,8321.234370190401,48.57311785213669,0.7,0.7106636187982895,0.5961547813449425,0.7193976441526663,0.1935667381032806
2020-05-01,2020,2,Europe,Poland,Shanghai,Electronics,681.4827537616691,66968.48553203321,20477.94714516552,23438.969936211623,8191.178858066208,38.10652828844283,0.7,0.804000878042345,0.35919882566708883,0.37480840534760845,0.21403368602400905
2020-04-01,2020,2,Europe,Germany,Shanghai,Pharma,1347.1477803610455,36870.75079401863,5770.306011407036,12904.76277790652,2308.1224045628146,26.498674641578358,0.7791777113201803,0.8384944660812489,0.4243149504014787,0.36618897147335855,0.14797032447439787
2019-05-01,2019,2,Asia,Vietnam,Los Angeles,Pharma,534.6627740807942,46403.137080689565,10452.113024744558,16241.097978241347,4180.845209897823,35.09305187530252,0.7075579010391457,0.7198113819549625,0.34576493635964856,0.2678511418994525,0.24504630991780568
2021-01-01,2021,1,Africa,Kenya,Singapore,Electronics,616.8681645206697,63658.04888165367,18010.480254421047,22280.317108578784,7204.192101768419,34.94512476224545,0.7087906269812879,0.733975851014945,0.36748579695436023,0.46830999316393457,0.19167601945602908
2020-08-01,2020,3,Asia,China,Shanghai,Automotive,1355.1260619974637,43151.04447500628,16686.661734314173,15102.865566252198,6674.66469372567,35.063454542044084,0.707804545482966,0.697658394440401,0.3138067336061838,0.33130584003073166,0.13279119371333295
2021-05-01,2021,2,North America,Canada,Los Angeles,Electronics,1041.174456859285,53430.38468869886,22006.74073992215,18700.6346410446,8802.696295968859,50.26835418138264,0.7,0.5994897730616825,0.5496899073073269,0.5077008049377312,0.1361362204369237
2024-10-01,2024,4,Europe,Netherlands,Shanghai,Electronics,1226.873692104314,50430.734597212395,26622.28321634359,17650.757109024336,10648.913286537436,31.060528543718288,0.7411622621356809,0.7332941870711661,0.4316830128145509,0.5270402718704705,0.14897175226164475
2023-05-01,2023,2,North America,USA,Singapore,Electronics,881.4636047191358,42209.70410115585,22883.372644464485,14773.396435404546,9153.349057785794,27.037413051221627,0.7746882245731531,0.8163661739371164,0.2659386845151109,0.31667452378315564,0.23959644140492203
2024-06-01,2024,2,Middle East,UAE,Rotterdam,FMCG,1204.4381739690125,40159.104105260405,24519.825614465895,14055.68643684114,9807.930245786358,19.198012704457398,0.8400165607961884,0.7652598735203178,0.22399277349317437,0.17117267544577525,0.21995069469686043
2022-01-01,2022,1,Middle East,Saudi Arabia,Rotterdam,Automotive,1394.3633199408687,44642.79662539366,21164.539957389847,15624.978818887781,8465.815982955939,53.58905399887818,0.7,0.7513257649705529,0.6020824170282125,0.5464077560833546,0.14399033480486614
2023-02-01,2023,1,North America,Mexico,Los Angeles,Automotive,1505.100490920528,41121.50868243935,26819.628630227362,14392.528038853772,10727.851452090945,26.3442614113806,0.780464488238495,0.7861140773318993,0.23146726317255906,0.29317231101334423,0.30389277873314685
2020-10-01,2020,4,Europe,Poland,Rotterdam,Electronics,1026.9199674316512,55170.08293200498,21459.845984770196,19309.52902620174,8583.938393908078,27.25049321649773,0.7729125565291856,0.6954520827028703,0.24695396774839357,0.28020720942124655,0.10629255922152224
2021-01-01,2021,1,North America,USA,Dubai,Pharma,1125.605532297603,70649.9635654344,17486.47928450872,24727.487247902038,6994.591713803489,26.145813896121282,0.7821182175323227,0.7007922439473386,0.16644429396197638,0.11829481182281062,0.1480021430509224
2020-03-01,2020,1,North America,Mexico,Singapore,Pharma,1234.3059053837123,54499.73526007651,15455.602898610145,19074.907341026777,6182.241159444058,19.13383042621318,0.8405514131148901,0.8563563065367165,0.175556495448428,0.18419086267667983,0.1988568774888025
2024-12-01,2024,4,North America,USA,Dubai,Automotive,1490.7056585113646,45379.27685768592,25410.94880217014,15882.746900190072,10164.379520868057,55.19741870851807,0.7,0.6871001503939966,0.6367604878059206,0.731954259919914,0.1741315030171033
2022-04-01,2022,2,Asia,India,Rotterdam,Pharma,1011.9008879535878,39484.175984309826,20225.961399007625,13819.461594508439,8090.384559603051,27.84651094654889,0.7679457421120925,0.7722526643862607,0.3004550788280023,0.2342436285852369,0.14144983314958265
2020-03-01,2020,1,Europe,Netherlands,Los Angeles,Automotive,876.634295908996,44660.200143513684,30871.880744809227,15631.070050229788,12348.752297923691,32.86340582953415,0.7261382847538821,0.7064751271846982,0.3992212076793549,0.47149495750769427,0.2839642172255468
2023-10-01,2023,4,Middle East,Saudi Arabia,Dubai,Electronics,866.191197109858,70227.77961702998,17238.22733483692,24579.72286596049,6895.290933934768,43.85772201988519,0.7,0.6462458589482017,0.6057359788421284,0.543593805039966,0.1660769134400401
2023-05-01,2023,2,Africa,Egypt,Rotterdam,Electronics,993.9113519347543,75707.24430334236,20228.0208690092,26497.535506169825,8091.2083476036805,30.96025061374609,0.7419979115521159,0.711322012915595,0.2928631563372585,0.21769076179778277,0.2872836881731734
2019-04-01,2019,2,Middle East,UAE,Rotterdam,Automotive,972.3166427298261,87258.40914160066,22084.415819853974,30540.443199560228,8833.76632794159,50.74857203087089,0.7,0.6793890798878033,0.5597304768249375,0.5953927123899503,0.17014678542294426
2023-10-01,2023,4,Europe,Poland,Singapore,Electronics,1369.135087431474,66561.09624976941,22964.181117696433,23296.383687419293,9185.672447078574,32.08539012659126,0.7326217489450728,0.7601370066373438,0.3229231663430003,0.4142578041628899,0.22590401020847564
2020-02-01,2020,1,Middle East,UAE,Dubai,Automotive,927.1275052516274,36133.183422731396,21915.34005317328,12646.614197955987,8766.136021269313,32.99424044461845,0.7250479962948463,0.7293902351513559,0.40696732784742584,0.3642821683812322,0.10033871527202408
2020-11-01,2020,4,Middle East,UAE,Dubai,Automotive,611.0253373775261,46731.248354002295,7429.054863920088,16355.936923900803,2971.6219455680352,32.033391137969616,0.7330550738502533,0.7460175959792645,0.4176109142684642,0.35464711684808664,0.3200607832507449
2022-01-01,2022,1,Asia,Vietnam,Rotterdam,Electronics,1212.5554355283732,58486.54019614859,25821.793323560363,20470.289068652004,10328.717329424146,38.75826969311931,0.7,0.7080604234284934,0.5098476213128438,0.36735166560423865,0.3846233355996855
2021-02-01,2021,1,Africa,Kenya,Singapore,Automotive,1183.1600193038948,49031.40103869701,25497.96604821489,17160.99036354395,10199.186419285958,32.77190780718394,0.7269007682734672,0.6770002627804845,0.21931954005902599,0.21785184232614346,0.13030929887699866
2019-08-01,2019,3,Europe,Netherlands,Rotterdam,Pharma,1100.8475058385193,53143.46558956292,31484.188123200714,18600.21295634702,12593.675249280286,28.474540793893226,0.7627121600508898,0.7518405163919036,0.3598871731332513,0.4558937458820632,0.2396545510378084
2020-05-01,2020,2,Europe,Netherlands,Shanghai,Electronics,1045.9427836557604,52001.23543515821,23708.17226590172,18200.432402305374,9483.268906360689,31.128293246580512,0.7405975562784957,0.7153005644518095,0.39538759551388103,0.4136984466054578,0.12079790109549908
2022-12-01,2022,4,Asia,China,Singapore,Electronics,889.9981522511493,42747.937166640324,18039.77603013305,14961.778008324112,7215.91041205322,39.785520843413266,0.7,0.6652883294757008,0.43648523982164456,0.541601967823153,0.26142511355811177
2019-01-01,2019,1,North America,USA,Dubai,Pharma,1030.1249896973252,37655.90800245099,12331.864499381743,13179.567800857845,4932.745799752698,16.85007427529554,0.8595827143725372,0.9038408893225296,0.26485113827776585,0.256698006808167,0.14888306018483982
2024-12-01,2024,4,Europe,Poland,Dubai,Electronics,669.2275516481254,23010.851263328732,15902.046017893263,8053.797942165055,6360.818407157305,30.47313697817938,0.7460571918485052,0.6897513405477361,0.31587819711099663,0.28579038711285426,0.1984051683803352
2022-08-01,2022,3,Europe,Germany,Dubai,Electronics,395.8870586968776,43602.752901625834,21076.50087698761,15260.963515569041,8430.600350795045,44.566243013722854,0.7,0.7135299945831685,0.5582714985769593,0.6911560672345229,0.10506423058496533
2020-07-01,2020,3,Africa,Kenya,Rotterdam,Pharma,1382.6830981344988,39553.128604858925,14094.365748244978,13843.595011700623,5637.746299297992,37.76720585547447,0.7,0.7308723306229549,0.32403046256214,0.34548136666762075,0.23174709326790444
2019-04-01,2019,2,Asia,China,Shanghai,Automotive,1022.8585318897491,65772.82909723367,16758.066901175072,23020.490184031783,6703.226760470029,34.10832566530811,0.7157639527890991,0.6683169532972194,0.34587577043998075,0.2805526583021782,0.18849233832704293
2022-11-01,2022,4,Africa,Kenya,Shanghai,Pharma,1199.0522021131303,63232.90105488557,20243.550147223294,22131.51536920995,8097.420058889318,24.38406649754596,0.7967994458537837,0.8299444917313311,0.20080380860497038,0.24175107501282125,0.33996613945495513
2024-08-01,2024,3,North America,USA,Singapore,Electronics,1200.7254045364216,43274.622182125706,21436.86477023538,15146.117763743996,8574.745908094153,23.74385890473914,0.8021345091271739,0.6909997276704201,0.20192960729274578,0.1617069508986353,0.2507021504745679
2021-11-01,2021,4,Africa,Egypt,Shanghai,Electronics,1103.4497743628745,43310.098579906,11781.182122525533,15158.534502967099,4712.472849010213,29.29374361318996,0.7558854698900836,0.6269000030073677,0.2853023117480686,0.2730114222403944,0.33112934443552544
2020-12-01,2020,4,North America,Canada,Singapore,Automotive,1142.2457697963189,69540.75947754245,16509.914516308138,24339.265817139858,6603.965806523255,21.881946154457065,0.8176504487128577,0.8501143259661581,0.18193572171141012,0.13493341135838105,0.13927676422330815
2019-08-01,2019,3,North America,USA,Dubai,Pharma,1008.3646927480756,26075.172289142534,22244.339419085434,9126.310301199886,8897.735767634174,39.82135193978634,0.7,0.7604820509345602,0.5260880853395111,0.5151051376509795,0.23352152074928362
2021-07-01,2021,3,Middle East,UAE,Shanghai,Electronics,831.0034317564007,56273.335405590704,5986.563655000233,19695.667391956744,2394.625462000093,26.005622083424022,0.7832864826381332,0.820951393855061,0.32841713707521913,0.3622227768107036,0.18107357194166873
2020-02-01,2020,1,Middle East,Saudi Arabia,Rotterdam,Automotive,900.9015412380488,36119.00395596733,10772.916044426776,12641.651384588566,4309.166417770711,20.237460982273795,0.831354491814385,0.8672885880865491,0.2903643323027126,0.2519845913264851,0.2031331123489487
2019-06-01,2019,2,Europe,Poland,Dubai,Pharma,998.4822721150267,75077.36161677464,20490.97615128539,26277.07656587112,8196.390460514156,29.208882774470858,0.7565926435460761,0.7106388193966877,0.31002941472913254,0.37849445486182526,0.24547528050049236
2020-09-01,2020,3,Asia,Vietnam,Singapore,Automotive,1149.8985283203735,58547.257874070536,20721.353800605277,20491.540255924687,8288.541520242112,24.22254953658422,0.7981454205284648,0.6666847889634512,0.31475816999352374,0.2466189482926629,0.07218304641812731
2022-05-01,2022,2,North America,Canada,Singapore,FMCG,1127.5697526330177,61973.75261916833,10512.454574483114,21690.813416708912,4204.981829793246,30.288881402641024,0.7475926549779914,0.7354993199023144,0.28806693222001245,0.3635028769743874,0.17009380847604544
2021-07-01,2021,3,Europe,Poland,Dubai,Electronics,1158.1553249460674,41735.99894044468,19624.058262785333,14607.599629155638,7849.6233051141335,25.490807780589257,0.7875766018284228,0.808123159643382,0.2648699867643532,0.20146739231003724,0.1434594594225458
2022-04-01,2022,2,Middle East,Saudi Arabia,Singapore,Electronics,1109.2345424365874,64287.755297436095,4676.473190588271,22500.71435410263,1870.5892762353085,37.47455928991419,0.7,0.768343934920771,0.40514572201552346,0.37299968205435025,0.29662474467688016
2023-07-01,2023,3,Africa,Kenya,Dubai,FMCG,920.837492684693,43445.0666209702,22350.82403241528,15205.77331733957,8940.329612966112,18.16870744980697,0.8485941045849419,0.8394261085959841,0.20110903476142766,0.15401768892965195,0.2463433199680871
2023-07-01,2023,3,Africa,Kenya,Shanghai,Electronics,902.6008482853019,56645.999981378554,26071.41987096047,19826.099993482494,10428.567948384189,32.56841866665731,0.7285965111111892,0.7038667236951343,0.356038458026801,0.27766976580768565,0.2233159938569445
